Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
04/05/2024 08:30:30,04/05/2024 08:32:00,18360,18350,8140,18629.19
04/05/2024 08:32:30,04/05/2024 08:34:00,18360,18370,4955,18628.69
04/05/2024 08:34:30,04/05/2024 08:36:30,18400,18410,7657,18628.03
04/05/2024 08:37:00,04/05/2024 08:38:00,18400,18390,2167,18627.84
04/05/2024 08:38:30,04/05/2024 08:42:00,18400,18410,6147,18627.32
04/05/2024 08:42:30,04/05/2024 08:42:30,18410,18420,804,18627.25
04/05/2024 08:43:00,04/05/2024 08:47:30,18430,18440,8023,18626.67
04/05/2024 08:48:00,04/05/2024 08:48:00,18430,18420,548,18626.62
04/05/2024 08:48:30,04/05/2024 08:57:30,18420,18410,8305,18625.95
04/05/2024 08:58:00,04/05/2024 09:00:30,18410,18400,4393,18625.58
04/05/2024 09:01:00,04/05/2024 09:03:30,18410,18420,2681,18625.36
04/05/2024 09:04:00,04/05/2024 09:11:00,18410,18400,5060,18624.94
04/05/2024 09:11:30,04/05/2024 09:31:00,18400,18390,19118,18623.27
